0.093058	821.197	564.806	371.649	253.533	222.783	228.69	243.281	245.018	252.151	257.512	262.339	266.337	303.201	386.152	484.015	601.59	711.675	831.248	961.973	1091.37	1230.04	1363.99	1503.23	1647.67	1790.62	1936.49	2097.05	2246.7	2383.81	2566.26	2707.3	2863.13	3029.39	3180.79	3301.97	3407.67	3398.21	3282.24	3129.47	3001.07	2836.25	2665.12	2499.09	2337.23	2157.96	2005.4	1839.9	1682.92	1534.22	1377.42	1234.95	1092.53	955.799	798.361	646.183	537.49	460.736	415.37	383.111	356.467	338.775	322.979	312.345	315.626	306.581	305.848	300.761	282.478	305.222	504.997	1499.69	1636.89	1525.26	1006.61	589.617	317.89	307.989	314.578	315.903	318.384	318.061	319.233	328.52	372.168	433.352	505.857	579.745	675.261	764.44	854.456	955.743	1057.72	1166.7	1297.81	1409.2	1523.77	1634.49	1755.86	1889.02	2005.99	2111.05	2219.02	2260.05	2317.78	2235.23	2162.98	2096.1	2006.94	1910.09	1819.76	1712.15	1595.25	1480.63	1367.58	1244.94
0.103645	528.649	362.159	241.289	167.049	146.089	154.117	167.012	168.03	171.407	174.798	177.032	176.55	217.035	296.931	377.361	476.344	574.062	676.268	786.497	898.192	1005.15	1117.21	1233.47	1350.55	1469.9	1584.87	1706.34	1828.52	1946.49	2064.72	2198.97	2311.81	2436.69	2544.46	2632.88	2725.41	2716.95	2617.2	2510.0	2385.01	2271.62	2137.83	1991.11	1872.65	1739.98	1598.72	1479.97	1347.07	1231.77	1111.99	991.605	873.872	755.858	625.798	508.958	418.348	358.241	307.068	279.063	255.693	239.772	225.296	216.028	209.312	207.799	206.073	201.279	184.51	203.518	346.955	975.225	1039.74	953.747	625.206	371.29	208.071	207.048	207.621	211.849	213.38	217.232	216.723	228.726	267.912	318.704	384.996	454.245	530.735	606.859	694.276	781.615	862.863	961.095	1066.32	1157.44	1263.34	1359.49	1457.5	1562.07	1660.61	1758.98	1844.27	1869.23	1912.88	1865.54	1798.19	1730.43	1654.89	1576.54	1491.04	1406.47	1306.87	1207.51	1109.02	1012.62
0.115455	336.105	224.59	152.705	110.039	97.5701	105.329	111.33	114.478	114.796	119.549	120.11	120.293	157.737	224.971	300.185	380.859	466.643	551.413	642.952	736.681	813.519	902.382	993.024	1086.27	1175.29	1263.06	1356.66	1448.42	1536.87	1631.33	1725.46	1812.02	1900.77	1967.72	2048.84	2095.45	2084.97	2019.29	1926.11	1846.55	1749.99	1644.66	1555.02	1457.01	1351.91	1255.36	1158.28	1051.44	963.331	864.125	778.268	689.719	593.161	494.907	401.376	327.825	273.464	236.911	208.646	188.628	171.482	160.565	149.667	146.19	138.685	137.524	134.834	126.345	138.039	238.829	627.022	653.16	592.61	384.99	237.339	135.688	138.582	142.101	141.601	144.942	145.125	147.583	155.824	194.474	244.554	300.434	364.502	428.671	494.992	565.438	639.214	715.504	795.752	883.545	952.108	1044.96	1124.04	1198.87	1279.22	1354.63	1424.37	1498.59	1521.31	1554.86	1499.03	1449.43	1401.37	1335.41	1275.38	1209.66	1134.01	1046.43	974.37	890.228	810.22
0.126557	227.927	158.135	107.304	81.5429	71.2656	76.8115	81.4758	83.9399	85.7389	88.0796	87.575	89.9138	127.745	183.169	251.673	320.431	388.42	460.91	534.44	606.455	671.621	740.172	815.058	883.743	957.386	1025.23	1090.56	1165.92	1237.65	1294.54	1373.09	1439.68	1504.23	1557.79	1611.36	1645.14	1641.59	1584.89	1510.76	1447.82	1371.05	1305.55	1224.06	1156.48	1078.18	1002.87	923.19	847.743	772.643	700.678	629.972	553.209	484.195	407.776	332.21	271.754	221.954	193.292	167.787	146.077	134.865	123.228	112.718	107.704	100.707	101.654	98.9916	90.5121	99.6924	173.949	428.741	448.032	398.794	261.008	164.308	99.3943	102.17	103.845	102.737	104.212	105.79	106.316	116.296	153.953	196.972	246.972	302.448	363.647	420.895	485.471	547.014	609.236	675.448	749.975	805.993	871.144	938.169	1000.8	1067.43	1121.75	1177.89	1227.64	1256.63	1282.1	1235.51	1189.05	1148.08	1098.67	1046.4	989.004	928.224	863.615	791.491	728.664	662.766
0.137538	158.602	109.499	78.9876	59.8145	56.2779	57.8439	59.8642	61.9833	64.5557	65.0118	65.1107	66.1872	101.356	150.263	207.797	268.903	321.446	379.667	441.71	499.124	548.942	608.193	660.678	710.925	768.012	820.25	873.856	924.087	968.993	1027.53	1079.15	1126.4	1179.41	1212.35	1249.86	1277.73	1266.6	1227.21	1173.58	1121.59	1075.12	1014.96	956.832	898.328	846.291	786.465	731.629	675.132	617.702	557.501	505.441	446.037	391.306	334.2	274.27	227.121	187.08	158.487	137.265	119.568	108.786	94.1974	88.9128	79.9296	74.6446	73.1576	72.0552	65.9504	76.2155	130.98	302.894	313.968	272.473	182.875	117.833	73.6295	74.4265	74.3778	76.6871	78.4523	76.9756	77.8131	89.0817	120.453	163.944	208.033	257.024	305.692	355.834	407.51	462.34	510.745	565.141	619.198	673.503	727.721	773.34	824.69	869.376	917.099	964.742	998.645	1021.38	1036.39	1008.67	964.026	931.868	889.305	845.82	799.782	750.042	699.444	650.114	591.665	541.08
0.147731	119.662	84.0571	62.3468	46.8722	44.1211	44.5442	48.619	49.0058	49.669	50.845	52.6053	53.0336	85.2511	131.658	179.763	230.287	278.058	324.824	374.414	417.327	461.189	505.526	547.485	590.806	633.25	677.841	715.648	750.08	792.423	828.616	875.607	911.051	953.982	982.501	1002.83	1023.73	1015.85	981.843	940.132	897.196	862.75	818.992	777.096	739.086	691.987	647.372	605.832	552.733	506.047	464.055	418.884	373.716	327.291	282.928	238.141	196.46	162.18	136.04	115.875	100.344	87.6295	79.2157	70.3269	64.9075	61.4089	59.5172	55.9344	54.4003	58.7164	104.449	225.694	233.73	206.751	140.192	91.1295	58.4933	57.387	57.8216	60.2556	60.52	61.6976	60.8928	73.3889	103.189	138.355	184.329	224.933	268.409	311.84	357.261	401.576	440.915	485.941	531.594	575.5	615.971	655.974	700.059	732.066	765.111	799.599	833.774	847.226	858.185	832.874	797.996	774.433	737.96	703.032	668.366	625.233	585.001	545.481	497.13	453.437
0.157239	93.8491	67.0153	49.915	39.7513	36.5476	37.7894	39.3493	39.6719	40.2655	42.604	41.1422	44.7252	71.6529	115.096	158.5	199.331	238.152	279.205	318.241	350.9	388.402	422.915	457.425	487.857	524.961	556.518	589.254	620.239	652.223	684.468	715.735	749.239	771.795	802.778	812.148	829.79	823.813	797.043	765.252	732.204	700.21	669.444	635.185	604.238	571.133	539.572	499.01	467.563	432.712	391.189	354.183	320.103	279.976	244.039	204.397	168.972	140.833	119.888	100.824	87.2082	75.5502	65.312	59.2177	53.3889	49.9361	49.1409	46.1339	43.0218	49.069	82.6035	174.234	179.501	156.638	106.784	70.1421	46.0411	46.7786	46.4195	47.2643	47.2032	49.765	48.7606	62.0705	91.1919	122.401	161.126	198.789	235.469	271.627	310.049	349.218	381.136	419.416	454.8	491.404	525.225	556.899	588.399	621.045	646.47	675.908	698.548	709.759	719.497	699.268	667.557	648.201	617.008	590.054	561.611	527.541	493.71	457.813	419.279	383.217
0.16827000000000003	69.9722	52.5151	38.7804	30.5531	28.2345	29.473	31.4365	31.7368	32.4118	33.418	34.0949	34.3978	61.8967	97.4274	133.757	170.747	201.609	232.595	260.224	290.165	317.314	342.365	370.065	396.519	420.721	447.742	472.622	493.037	522.145	545.734	566.702	590.403	611.159	630.251	641.184	652.534	650.72	625.241	597.878	576.117	552.955	532.502	509.966	488.08	460.209	432.404	408.087	378.338	352.668	322.99	292.493	264.575	235.772	205.677	176.006	148.756	123.644	103.018	86.6948	74.6687	64.0724	56.855	48.5473	42.9471	40.0451	37.4206	36.0392	34.1467	37.6531	66.6738	131.312	134.856	119.079	82.3213	54.4552	36.7194	37.0967	38.4366	37.1903	38.2606	38.0771	38.7286	49.8797	76.3127	107.828	138.054	170.091	205.267	232.885	264.342	297.071	323.436	350.136	379.545	407.252	432.611	458.252	484.76	508.514	531.234	548.815	569.566	578.545	587.168	567.071	544.484	523.737	502.214	481.87	458.767	429.062	404.566	374.703	346.031	316.293
0.179506	54.1422	41.0872	30.6193	25.7115	23.0717	23.9923	25.4	25.9941	26.9796	27.1508	27.2688	29.2126	53.8334	85.8978	115.494	143.865	169.407	195.017	216.594	237.635	258.061	279.44	300.23	321.707	341.321	360.78	381.354	402.44	420.071	438.851	460.266	475.078	492.153	502.777	512.066	524.948	518.927	500.0	477.863	464.777	443.254	428.53	413.317	396.77	375.428	356.824	339.745	317.675	293.13	269.296	247.453	225.24	199.912	175.593	152.663	131.038	110.253	92.7885	77.2133	65.6923	56.893	46.47	41.3706	36.4356	32.897	30.7844	29.2714	27.6979	30.494	54.9864	101.166	103.391	92.4786	63.7362	43.5908	29.6227	30.3633	30.0039	30.7088	29.8597	30.8865	32.1332	42.919	67.3885	93.1489	120.657	149.079	176.736	200.083	224.659	247.813	272.157	295.301	317.293	339.131	359.913	379.285	396.976	414.995	434.452	449.088	468.168	472.006	482.65	461.288	445.966	432.474	411.648	392.737	377.041	357.096	337.128	315.539	290.68	267.272
0.191079	42.5851	32.8585	25.6724	20.9083	19.4553	20.7464	21.0401	22.0621	21.4828	22.5023	22.5955	23.818	46.6532	74.3786	99.8128	122.985	142.349	158.055	177.602	197.676	211.41	228.794	245.459	261.857	277.983	294.017	308.403	322.601	336.411	355.555	370.991	380.0	395.881	404.416	413.829	419.382	415.841	400.285	386.895	369.591	361.388	349.255	337.32	324.398	311.81	295.932	281.852	264.116	246.24	226.115	207.55	191.928	173.397	153.496	136.073	114.8	97.6703	82.048	68.6162	59.3617	48.719	41.784	35.1249	30.811	27.065	24.9083	23.4922	22.5474	25.0204	45.8592	78.8765	81.7322	70.8754	51.1626	34.6605	23.4016	24.2012	23.5996	25.6967	25.0018	25.7047	25.1368	36.4871	58.4741	81.6853	105.52	129.455	150.902	169.229	193.476	210.626	227.838	245.224	264.824	279.557	296.674	312.678	327.799	342.366	358.888	369.709	385.742	388.164	394.086	379.365	365.723	351.425	341.144	323.212	311.231	295.935	279.27	261.611	244.894	226.762
