0.0093058	3407.67
0.0103645	2725.41
0.0115455	2095.45
0.0126557	1645.14
0.0137538	1277.73
0.0147731	1023.73
0.0157239	829.79
0.016827	652.534
0.0179506	524.948
0.0191079	419.382
0.0202853	340.276
0.0214485	278.182
0.0225738	233.975
0.0236196	198.915
0.0247	170.122
0.0258615	146.618
0.0270162	123.808
0.0282279	107.691
0.0294251	94.5773
0.0306238	82.0115
0.0318677	71.9156
0.033063	63.8402
0.0342359	56.3571
0.0354869	51.0056
0.0367411	45.6035
0.0379729	40.0214
0.0392745	37.123
0.0406205	32.7495
0.0419182	29.4615
0.0431924	26.754
0.0445274	23.9844
0.0458594	22.6151
0.0471831	20.4862
0.0485394	19.0167
0.0499276	17.3047
0.0513521	16.0502
0.0527947	14.7505
0.0542244	13.8534
0.0556647	12.8903
0.057116	12.3031
0.0585942	11.4053
0.0601669	10.6277
0.0617501	10.0254
0.0633027	9.45473
0.0648427	8.93512
0.0664505	8.4076
0.0680906	7.99972
0.0697541	7.72002
0.0714684	7.52663
0.0731742	6.9397
0.0748875	6.51304
0.0766467	6.63261
0.078434	6.18668
0.0802591	5.97533
0.0820923	5.52107
0.0839444	5.45871
0.0858176	5.36513
0.0877803	5.15619
0.0897475	4.94651
0.0917761	4.76127
0.0937817	4.72395
0.0958655	4.45515
0.0980477	4.34794
0.10017	4.21137
0.102315	3.96566
0.104548	4.04004
0.106821	3.88761
0.109156	3.81892
0.111495	3.63373
0.113817	3.54291
0.116206	3.52281
0.118683	3.38496
0.121195	3.2458
0.123733	3.17108
0.12634	3.06784
0.128899	2.93731
0.131628	2.91638
0.134355	2.79215
0.137119	2.60726
0.139932	2.56973
0.142787	2.34087
0.145733	2.46376
0.148448	2.40166
0.152652	2.20126
0.15538	2.05843
0.159371	1.97879
0.162349	1.93413
0.166347	1.73053
0.169766	1.69395
0.173558	1.5853
0.177274	1.51578
0.180942	1.4731
0.185456	1.3436
0.189089	1.28174
0.193336	1.22918
0.197315	1.15672
0.201451	1.06755
0.206071	1.03165
0.210136	0.945435
0.214627	0.887635
0.219521	0.860032
0.223652	0.806292
0.228343	0.781227
0.233449	0.72676
0.238215	0.711831
0.242855	0.669584
0.248219	0.626035
0.253523	0.606756
0.258346	0.59166
0.263438	0.559109
0.269055	0.529017
0.27479	0.515805
0.280466	0.501131
0.285853	0.482201
0.291366	0.472031
0.297468	0.454517
0.303636	0.434966
0.309839	0.435394
0.316163	0.413594
0.322475	0.411519
0.328949	0.400711
0.335554	0.390258
0.342267	0.386057
0.349075	0.380723
0.355959	0.382121
0.363115	0.370521
0.370405	0.365355
0.37781	0.356395
0.385237	0.36113
0.392801	0.353487
0.400533	0.346433
0.408359	0.339212
0.416323	0.344459
0.424684	0.340219
0.433263	0.337779
0.44171	0.33888
0.450249	0.335909
0.459148	0.345258
0.468233	0.33749
0.47736	0.333609
0.486797	0.337121
0.49645	0.336006
0.506181	0.327197
0.515957	0.336779
0.526026	0.331665
0.536353	0.326847
0.546951	0.329932
0.557479	0.322797
0.568525	0.330238
0.57949	0.335839
0.590744	0.331055
0.602447	0.33098
0.61421	0.318141
0.625924	0.323693
0.638063	0.321214
0.650627	0.319785
0.663363	0.320182
0.676312	0.316683
0.689413	0.313032
0.702781	0.306771
0.716336	0.306658
0.730278	0.307627
0.744607	0.309184
0.759034	0.310545
0.773714	0.301072
0.787403	0.299852
0.79773	0.32144
